timestamp,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
1758911100000,27.125,29.176470588235293,31.571428571428573,26.080000000000002,32.888888888888886,33.53846153846154,26.240000000000002,19.157894736842106
1758911400000,27.285714285714285,29.565217391304348,31.5,25.846153846153847,33.0,33.0,25.92,18.125
1758911700000,27.17241379310345,28.666666666666664,30.470588235294116,24.0,32.72727272727273,32.94117647058824,26.956521739130434,18.736842105263158
1758912000000,27.076923076923077,28.63157894736842,30.967741935483872,24.38095238095238,31.46666666666667,32.8,26.307692307692307,19.243243243243242
1758912300000,26.72,28.333333333333332,30.0,23.636363636363637,32.63157894736842,31.846153846153847,25.0,19.393939393939394
1758912600000,27.076923076923077,28.470588235294116,30.24,23.625,31.52,31.84,25.6,19.636363636363637
1758912900000,26.782608695652176,27.096774193548388,30.486486486486484,23.733333333333334,30.857142857142858,31.483870967741936,25.11111111111111,19.636363636363637
1758913200000,27.066666666666666,29.0,30.193548387096776,24.363636363636363,31.724137931034484,31.724137931034484,25.666666666666668,19.41176470588235
1758913500000,26.714285714285715,27.52,30.923076923076923,24.0,32.44444444444444,33.285714285714285,25.5,19.724137931034484
1758913800000,26.470588235294116,27.454545454545453,30.46153846153846,23.75,30.620689655172413,30.70967741935484,25.5,19.0
1758914100000,25.71428571428571,26.823529411764707,28.34782608695652,23.612903225806452,30.24,30.857142857142858,24.6,18.9
1758914400000,26.166666666666668,26.714285714285715,28.25,23.333333333333332,30.166666666666668,30.666666666666668,24.363636363636363,19.333333333333332
1758914700000,25.217391304347824,25.894736842105264,28.0,23.36,29.2,29.263157894736842,23.2,18.58823529411765
1758915000000,25.696969696969695,26.90909090909091,28.34782608695652,22.962962962962962,29.333333333333332,29.217391304347824,24.63157894736842,18.153846153846153
